module,type,name,res_id,src,value
base,model,"ir.module.category,name",base.module_category_base,Base,Base
base,model,"ir.module.module,shortdesc",base.module_base,Base,Base
base,model,"ir.ui.view,arch_db",base.view_model_fields_search,Base,Base
base,model,"ir.ui.view,arch_db",base.view_model_search,Base,Base
base,selection,"ir.model.fields,state",0,Base Field,Campo base
base,model,"ir.module.module,shortdesc",base.module_web_kanban,Base Kanban,Kanban web
base,code,addons/base/res/res_lang.py,190,Base Language 'en_US' can not be deactivated!,Base Language 'en_US' can not be deactivated!
base,code,addons/base/res/res_lang.py,208,Base Language 'en_US' can not be deleted!,¡El idioma base 'en_US' no puede ser eliminado!
base,model,"ir.model.fields,field_description",base.field_ir_act_server_model_id,Base Model,Modelo base
base,selection,"ir.model,state",0,Base Object,Objeto base
base,model,"ir.ui.view,arch_db",base.view_model_fields_form,Base Properties,Base Properties
base,model,"ir.ui.view,arch_db",base.view_model_form,Base Properties,Base Properties
base,model,"ir.module.module,shortdesc",base.module_base_import,Base import,Importación base
base,model,"ir.module.module,shortdesc",base.module_base_import_module,Base import module,Módulo base de importación
base,model,"ir.model.fields,help",base.field_ir_act_server_model_id,Base model on which the server action runs.,Modelo base sobre el cual corre el servidor.
base,model,"ir.module.module,description",base.module_website_partner,Base module holding website-related stuff for partner model,Módulo base que contiene todo el material relacionado con el sitio web para el modelo de empresa (clientes/proveedores)
base,selection,"ir.ui.view,mode",0,Base view,Vista base
base,selection,"base.language.install,lang",0,Basque / Euskara,Vasco / Euskara
base,selection,"res.currency,position",0,Before Amount,Antes de la cantidad
base,model,"res.country,name",base.by,Belarus,Bielorrusia
base,model,"ir.module.module,shortdesc",base.module_l10n_be_intrastat,Belgian Intrastat Declaration,Declaración Intrasat belga
base,model,"res.country,name",base.be,Belgium,Bélgica
base,model,"ir.module.module,shortdesc",base.module_l10n_be,Belgium - Accounting,Bélgica - Contabilidad
base,model,"ir.module.module,shortdesc",base.module_l10n_be_hr_payroll,Belgium - Payroll,Bélgica - Nóminas
base,model,"ir.module.module,shortdesc",base.module_l10n_be_hr_payroll_account,Belgium - Payroll with Accounting,Bélgica - Nóminas con contabilidad
base,model,"ir.module.module,shortdesc",base.module_l10n_be_invoice_bba,Belgium - Structured Communication,Bélgica - Comunicación Estructurada
base,model,"res.country,name",base.bz,Belize,Belize
base,model,"res.country,name",base.bj,Benin,Benín
base,model,"res.country,name",base.bm,Bermuda,Bermudas
base,model,"res.country,name",base.bt,Bhutan,Bhután
base,model,"ir.module.module,shortdesc",base.module_project_timesheet,Bill Time on Tasks,Facturar tiempo en tareas
base,selection,"ir.property,type",0,Binary,Binario
base,model,"ir.ui.view,arch_db",base.view_attachment_search,Binary,Binario
base,model,"ir.model.fields,field_description",base.field_res_partner_birthdate,Birthdate,Fecha de nacimiento
base,model,"ir.model.fields,field_description",base.field_res_users_birthdate,Birthdate,Fecha de nacimiento
base,model,"ir.module.module,shortdesc",base.module_hw_blackbox_be,Blackbox Hardware Driver,Blackbox Hardware Driver
base,model,"ir.module.module,shortdesc",base.module_website_blog,Blogs,Blogs
base,model,"res.country,name",base.bo,Bolivia,Bolivia
base,model,"ir.module.module,shortdesc",base.module_l10n_bo,Bolivia - Accounting,Bolivia - Accounting
base,model,"res.country,name",base.bq,"Bonaire, Sint Eustatius and Saba","Bonaire, San Eustaquio y Saba"
base,selection,"ir.property,type",0,Boolean,Booleano
base,model,"ir.module.module,shortdesc",base.module_theme_bootswatch,Bootswatch Theme,Bootswatch Theme
base,model,"res.country,name",base.ba,Bosnia-Herzegovina,Bosnia-Herzegovina
base,selection,"base.language.install,lang",0,Bosnian / bosanski jezik,Bosnio / bosanski jezik
base,model,"res.country,name",base.bw,Botswana,Botsuana
base,model,"res.country,name",base.bv,Bouvet Island,Isla Bouvet
base,model,"res.country,name",base.br,Brazil,Brasil
base,model,"ir.module.module,shortdesc",base.module_l10n_br,Brazilian - Accounting,Brasil - Contabilidad
base,model,"ir.module.category,name",base.module_category_bridge,Bridge,Bridge
base,model,"ir.module.module,description",base.module_website_payment,Bridge module for acquirers and website.,Módulo puente entre los métodos de pago y el sitio web.
base,model,"res.country,name",base.io,British Indian Ocean Territory,Territorio británico del Océano Índico
base,model,"res.partner.category,name",base.res_partner_category_6,Bronze,Bronce
base,model,"res.country,name",base.bn,Brunei Darussalam,Brunei Darussalam
base,model,"ir.module.module,description",base.module_payment_buckaroo,Buckaroo Payment Acquirer,Método de pago Buckaroo
base,model,"ir.module.module,shortdesc",base.module_payment_buckaroo,Buckaroo Payment Acquirer,Método de pago Buckaroo
base,model,"ir.module.module,shortdesc",base.module_account_budget,Budgets Management,Gestión de presupuestos
base,model,"ir.module.module,summary",base.module_website,Build Your Enterprise Website,Construya su sitio web corporativo
base,model,"res.country,name",base.bg,Bulgaria,Bulgaria
base,selection,"base.language.install,lang",0,Bulgarian / български език,Búlgaro / български език
base,model,"res.country,name",base.bf,Burkina Faso,Burkina Faso
base,model,"res.country,name",base.bi,Burundi,Burundi
base,model,"ir.ui.view,arch_db",base.module_form,By,Por
base,model,"ir.module.module,shortdesc",base.module_crm,CRM,CRM
base,model,"ir.module.module,shortdesc",base.module_gamification_sale_crm,CRM Gamification,Gamificación CRM
base,selection,"base.language.export,format",0,CSV File,Archivo CSV
base,model,"ir.ui.view,arch_db",base.wizard_lang_export,"CSV format: you may edit it directly with your favorite spreadsheet software,
                                the rightmost column (value) contains the translations","Formato CSV: puede editarla directamente en su programa de hoja de cálculo favorito, la columna de más a la derecha contiene las traducciones"
base,selection,"ir.actions.act_window.view,view_mode",0,Calendar,Calendario
base,model,"ir.module.module,shortdesc",base.module_calendar,Calendar,Calendario
base,selection,"ir.ui.view,type",0,Calendar,Calendario
base,model,"ir.module.module,summary",base.module_stock_calendar,Calendars ,Calendarios
base,model,"ir.module.module,shortdesc",base.module_stock_calendar,Calendars on Orderpoints,Calendars on Orderpoints
base,model,"res.country,name",base.kh,"Cambodia, Kingdom of",Reino de Camboya
base,model,"res.country,name",base.cm,Cameroon,Camerún
base,code,addons/base/ir/ir_fields.py,376,"Can not create Many-To-One records indirectly, import the field separately",No se puede crear un registro many2one indirectamente. Importe el campo por separado.
base,code,addons/base/module/module.py,583,Can not upgrade module '%s'. It is not installed.,No puede actualizar el módulo '%s'. No está instalado
base,code,addons/base/ir/ir_model.py,512,Can only rename one field at a time!,¡Solo se puede renombrar un campo de cada vez!
base,model,"res.country,name",base.ca,Canada,Canadá
base,model,"ir.module.module,shortdesc",base.module_l10n_ca,Canada - Accounting,Canada - Contabilidad
base,model,"ir.ui.view,arch_db",base.change_password_wizard_view,Cancel,Cancelar
base,model,"ir.ui.view,arch_db",base.res_config_view_base,Cancel,Cancelar
base,model,"ir.ui.view,arch_db",base.view_base_import_language,Cancel,Cancelar
base,model,"ir.ui.view,arch_db",base.view_base_language_install,Cancel,Cancelar
base,model,"ir.ui.view,arch_db",base.view_base_module_update,Cancel,Cancelar
base,model,"ir.ui.view,arch_db",base.view_base_module_upgrade,Cancel,Cancelar
base,model,"ir.ui.view,arch_db",base.view_base_module_upgrade_install,Cancel,Cancelar
base,model,"ir.ui.view,arch_db",base.view_model_menu_create,Cancel,Cancelar
base,model,"ir.ui.view,arch_db",base.view_users_form_simple_modif,Cancel,Cancelar
base,model,"ir.ui.view,arch_db",base.wizard_lang_export,Cancel,Cancelar
base,model,"ir.ui.view,arch_db",base.wizard_update_translations,Cancel,Cancelar
base,model,"ir.ui.view,arch_db",base.module_form,Cancel Install,Cancelar instalación
base,model,"ir.module.module,shortdesc",base.module_account_cancel,Cancel Journal Entries,Cancelar asientos
base,model,"ir.ui.view,arch_db",base.module_form,Cancel Uninstall,Cancelar desinstalación
base,model,"ir.ui.view,arch_db",base.module_form,Cancel Upgrade,Cancelar actualización
base,code,addons/base/res/res_config.py,428,Cannot duplicate configuration!,¡No se puede duplicar la configuración!
base,code,addons/base/ir/ir_model.py,514,"Cannot rename field to %s, because that field already exists!","¡No se puede renombrar el campo a %s, porque ese campo ya existe!"
base,code,addons/base/res/res_lang.py,195,Cannot unactivate a language that is currently used by users.,Cannot unactivate a language that is currently used by users.
base,model,"res.country,name",base.cv,Cape Verde,Cabo Verde
base,selection,"ir.model.fields,on_delete",0,Cascade,En cascada
base,selection,"base.language.install,lang",0,Catalan / Català,Catalán / Català
base,model,"ir.model.fields,field_description",base.field_ir_module_module_category_id,Category,Categoría
base,model,"ir.ui.view,arch_db",base.view_module_filter,Category,Categoría
base,model,"ir.model.fields,field_description",base.field_res_partner_category_name,Category Name,Nombre de categoría
base,model,"res.country,name",base.ky,Cayman Islands,Islas Caimán
base,model,"res.country,name",base.cf,Central African Republic,República Centro Africana
base,model,"res.country,name",base.td,Chad,Chad
base,model,"ir.actions.act_window,name",base.action_res_users_my,Change My Preferences,Cambiar mis preferencias
base,model,"ir.actions.act_window,name",base.change_password_wizard_action,Change Password,Cambiar la contraseña
base,model,"ir.ui.view,arch_db",base.change_password_wizard_view,Change Password,Cambiar la contraseña
base,model,"ir.ui.view,arch_db",base.view_users_form,Change Password,Cambiar la contraseña
base,model,"ir.model,name",base.model_change_password_wizard,Change Password Wizard,Asistente de cambio de contraseña
base,model,"ir.model,name",base.model_change_password_user,Change Password Wizard User,Asistente de cambio de contraseña del usuario
base,model,"ir.ui.view,arch_db",base.view_users_form_simple_modif,Change password,Cambiar contraseña
base,model,"ir.ui.view,arch_db",base.view_users_form,Change the user password.,Cambiar la contraseña de usuario
base,code,addons/base/res/res_partner.py,373,"Changing the company of a contact should only be done if it was never correctly set. If an existing contact starts working for a new company then a new contact should be created under that new company. You can use the ""Discard"" button to abandon this change.","Cambiar la compañía de un contacto sólo debe hacerse si nunca se había establecido correctamente. Si un contacto existente empieza a trabajar para una nueva compañía, entonces debería crear un nuevo contacto bajo esa compañía. Puede usar el botón ""Descartar"" para abandonar los cambios."
base,code,addons/base/ir/ir_model.py,500,Changing the model of a field is forbidden!,¡Está prohibido cambiar el modelo de un campo!
base,code,addons/base/ir/ir_model.py,478,"Changing the storing system for field ""%s"" is not allowed.","No está permitido cambiar el sistema de almacenamiento para el campo ""%s""."
base,code,addons/base/ir/ir_model.py,503,Changing the type of a field is not yet supported. Please drop it and create it again!,Changing the type of a field is not yet supported. Please drop it and create it again!
base,selection,"ir.property,type",0,Char,Carácter
base,model,"ir.module.module,summary",base.module_website_livechat,Chat With Your Website Visitors,Charle con los visitantes de su sitio web
base,model,"ir.module.module,summary",base.module_im_odoo_support,Chat with the Odoo collaborators,Conversar con los colaboradores de Odoo
base,model,"ir.module.module,shortdesc",base.module_account_check_printing,Check Printing Base,Check Printing Base
base,model,"ir.model.fields,help",base.field_res_partner_is_company,"Check if the contact is a company, otherwise it is a person","Marque esta casilla si el contacto es una compañía. En caso contrario, será una persona."
base,model,"ir.model.fields,help",base.field_res_users_is_company,"Check if the contact is a company, otherwise it is a person","Marque esta casilla si el contacto es una compañía. En caso contrario, será una persona."
base,model,"ir.module.module,summary",base.module_account_check_printing,Check printing commons,Check printing commons
base,model,"ir.model.fields,help",base.field_res_partner_customer,Check this box if this contact is a customer.,Marque esta casilla si el contacto es un cliente.
base,model,"ir.model.fields,help",base.field_res_users_customer,Check this box if this contact is a customer.,Marque esta casilla si el contacto es un cliente.
base,model,"ir.model.fields,help",base.field_res_partner_supplier,"Check this box if this contact is a vendor. If it's not checked, purchase people will not see it when encoding a purchase order.","Marque esta casilla si el contacto es un proveedor. Si no está marcada, el equipo de compras no lo verá cuando esté haciendo una orden de compra."
base,model,"ir.model.fields,help",base.field_res_users_supplier,"Check this box if this contact is a vendor. If it's not checked, purchase people will not see it when encoding a purchase order.","Marque esta casilla si el contacto es un proveedor. Si no está marcada, el equipo de compras no lo verá cuando esté haciendo una orden de compra."
base,model,"ir.model.fields,help",base.field_res_partner_employee,Check this box if this contact is an Employee.,Marque si el contacto es un empleado
base,model,"ir.model.fields,help",base.field_res_users_employee,Check this box if this contact is an Employee.,Marque si el contacto es un empleado
base,model,"ir.model.fields,help",base.field_ir_act_server_link_new_record,Check this if you want to link the newly-created record to the current record on which the server action runs.,Marque esto si quiere enlazar los recién creados registro al registro actual en el que la acción de servidor se ejecuta.
base,model,"ir.model.fields,help",base.field_res_company_custom_footer,Check this to define the report footer manually.  Otherwise it will be filled in automatically.,Marque si quiere definir el pie de informe manualmente. En otro caso se rellenará automáticamente.
base,model,"ir.ui.view,arch_db",base.view_server_action_form,Check to attach the newly created record to the record on which the server action runs.,Marque para adjuntar el registro recién creado al registro actual en el que la acción de servidor se ejecuta.
base,model,"ir.model.fields,field_description",base.field_ir_attachment_checksum,Checksum/SHA1,Suma de verificación/SHA1
base,model,"ir.model.fields,field_description",base.field_ir_act_server_child_ids,Child Actions,Acciones hijas
base,model,"ir.model.fields,field_description",base.field_ir_module_category_child_ids,Child Applications,Aplicaciones hijas
base,model,"ir.model.fields,field_description",base.field_res_company_child_ids,Child Companies,Compañías subordinadas
base,model,"ir.model.fields,field_description",base.field_ir_ui_view_field_parent,Child Field,Campo hijo
base,model,"ir.model.fields,field_description",base.field_ir_ui_menu_child_id,Child IDs,IDs hijos
base,model,"ir.model.fields,field_description",base.field_res_partner_category_child_ids,Child Tag,Child Tag
base,model,"ir.model.fields,help",base.field_ir_act_server_child_ids,Child server actions that will be executed. Note that the last return returned action value will be used as global return value.,Las acciones de servidor hijas que serán ejecutadas. Tenga en cuenta que el último valor devuelto será usado como valor de retorno global.
base,model,"res.country,name",base.cl,Chile,Chile
base,model,"ir.module.module,shortdesc",base.module_l10n_cl,Chile - Accounting,Chile - Contabilidad
base,model,"res.country,name",base.cn,China,China
base,selection,"base.language.install,lang",0,Chinese (CN) / 简体中文,Chino (CN) / 简体中文
base,selection,"base.language.install,lang",0,Chinese (HK),Chino (HK)
base,selection,"base.language.install,lang",0,Chinese (TW) / 正體字,Chino (TW) / 正體字
base,selection,"ir.actions.server,use_write",0,Choose and Update a record in the database,Escoger y actualizar un registro en la base de datos
base,selection,"ir.actions.server,use_create",0,Choose and copy a record in the database,Escoger y copiar un registro en la base de datos
base,model,"ir.model.fields,help",base.field_ir_mail_server_smtp_encryption,"Choose the connection encryption scheme:
- None: SMTP sessions are done in cleartext.
- TLS (STARTTLS): TLS encryption is requested at start of SMTP session (Recommended)
- SSL/TLS: SMTP sessions are encrypted with SSL/TLS through a dedicated port (default: 465)","Escoja el esquema de encriptación de la conexión:
- Ninguno: Las sesiones SMTP se realizan en texto plano.
- TLS (STARTTLS): Se solicita encriptación TLS al comienzo de la sesión SMTP (Recomendado)
- SSL/TLS: Las sesiones SMTP son encriptadas con SSL/TLS a través de un puerto dedicado (por defecto: 465)"
base,model,"res.country,name",base.cx,Christmas Island,Isla Natividad
base,code,addons/base/res/res_partner.py,53,City,Ciudad
base,model,"ir.model.fields,field_description",base.field_res_bank_city,City,Ciudad
base,model,"ir.model.fields,field_description",base.field_res_company_city,City,Ciudad
base,model,"ir.model.fields,field_description",base.field_res_partner_city,City,Ciudad
base,model,"ir.model.fields,field_description",base.field_res_users_city,City,Ciudad
base,model,"ir.ui.view,arch_db",base.view_company_form,City,Ciudad
base,model,"ir.ui.view,arch_db",base.view_partner_address_form,City,Ciudad
base,model,"ir.ui.view,arch_db",base.view_partner_form,City,Ciudad
base,model,"ir.ui.view,arch_db",base.view_res_bank_form,City,Ciudad
base,model,"ir.module.module,shortdesc",base.module_claim_from_delivery,Claim on Deliveries,Reclamación de envíos
base,model,"ir.module.module,shortdesc",base.module_crm_claim,Claims Management,Gestión de reclamaciones
base,model,"ir.actions.act_window,help",base.action_ui_view_custom,Click here to create a customized view,Click here to create a customized view
base,model,"ir.actions.act_window,help",base.action_attachment,Click here to create new documents.,Click here to create new documents.
base,model,"ir.ui.view,arch_db",base.view_base_module_update,Click on Update below to start the process...,Haga clic en Actualizar para empezar el proceso
base,model,"ir.actions.act_window,help",base.action_partner_customer_form,Click to add a contact in your address book.,Click to add a contact in your address book.
base,model,"ir.actions.act_window,help",base.action_partner_form,Click to add a contact in your address book.,Click to add a contact in your address book.
base,model,"ir.actions.act_window,help",base.action_partner_supplier_form,Click to add a contact in your address book.,Click to add a contact in your address book.
base,model,"ir.actions.act_window,help",base.action_res_partner_bank_account_form,Click to create a bank account.,Pulse para crear una cuenta bancaria.
base,model,"ir.actions.act_window,help",base.action_res_bank_form,Click to create a new bank.,Click to create a new bank.
base,model,"ir.actions.act_window,help",base.action_partner_category_form,Click to create a new partner tag.,Click para crear una nueva etiqueta de empresa
base,selection,"ir.logging,type",0,Client,Cliente
base,model,"ir.ui.view,arch_db",base.view_server_action_form,Client,Cliente
base,model,"ir.model.fields,field_description",base.field_ir_act_server_action_id,Client Action,Acción cliente
base,model,"ir.ui.view,arch_db",base.values_view_search_action,Client Action,Acción cliente
base,model,"ir.ui.view,arch_db",base.values_view_search_action,Client Actions,Acciones cliente
base,model,"ir.model.fields,field_description",base.field_ir_act_client_tag,Client action tag,Etiqueta de acción del cliente
base,model,"ir.ui.view,arch_db",base.view_base_language_install,Close,Cerrar
base,model,"ir.ui.view,arch_db",base.view_base_module_configuration_form,Close,Cerrar
base,model,"ir.ui.view,arch_db",base.view_base_module_update,Close,Cerrar
base,model,"ir.ui.view,arch_db",base.wizard_lang_export,Close,Cerrar
base,model,"res.country,name",base.cc,Cocos (Keeling) Islands,Islas Cocos (Keeling)
base,selection,"ir.translation,type",0,Code,Código
base,model,"ir.ui.view,arch_db",base.view_base_import_language,Code,Código
base,model,"ir.model.fields,help",base.field_ir_model_fields_compute,"Code to compute the value of the field.
Iterate on the recordset 'self' and assign the field's value:

    for record in self:
        record['size'] = len(record.name)

Modules time, datetime, dateutil are available.","Code to compute the value of the field.
Iterate on the recordset 'self' and assign the field's value:

    for record in self:
        record['size'] = len(record.name)

Modules time, datetime, dateutil are available."
base,model,"ir.module.module,shortdesc",base.module_pad,Collaborative Pads,Pads colaborativos
base,model,"res.country,name",base.co,Colombia,Colombia
base,model,"ir.module.module,shortdesc",base.module_l10n_co,Colombian - Accounting,Contabilidad colombiana
base,model,"ir.module.module,description",base.module_l10n_co,Colombian Accounting and Tax Preconfiguration,Contabilidad colombiana y preconfiguración de impuestos
base,model,"ir.model.fields,field_description",base.field_res_groups_color,Color Index,Índice de colores
base,model,"ir.model.fields,field_description",base.field_res_partner_category_color,Color Index,Índice de colores
base,model,"ir.model.fields,field_description",base.field_res_partner_color,Color Index,Índice de colores
base,model,"ir.model.fields,field_description",base.field_res_users_color,Color Index,Índice de colores
base,model,"ir.model.fields,field_description",base.field_ir_model_fields_column1,Column 1,Columna 1
base,model,"ir.model.fields,field_description",base.field_ir_model_fields_column2,Column 2,Columna 2
base,model,"ir.model.fields,help",base.field_ir_model_fields_column2,Column referring to the record in the comodel table,Column referring to the record in the comodel table
base,model,"ir.model.fields,help",base.field_ir_model_fields_column1,Column referring to the record in the model table,Column referring to the record in the model table
base,model,"ir.model.fields,help",base.field_ir_act_window_view_mode,"Comma-separated list of allowed view modes, such as 'form', 'tree', 'calendar', etc. (Default: tree,form)","Lista separada por comas de los modos de vista permitidos, como 'form' (formulario), 'tree' (lista), 'calendar' (calendario), etc. (por defecto: tree,form)"
base,model,"ir.model.fields,field_description",base.field_res_groups_comment,Comment,Comentario
base,model,"ir.ui.view,arch_db",base.view_translation_form,Comments,Comentarios
base,model,"ir.model.fields,field_description",base.field_res_partner_commercial_partner_id,Commercial Entity,Entidad comercial
base,model,"ir.model.fields,field_description",base.field_res_users_commercial_partner_id,Commercial Entity,Entidad comercial
base,model,"ir.ui.view,arch_db",base.view_res_bank_form,Communication,Comunicación
base,model,"res.country,name",base.km,Comoros,Comores
base,model,"ir.actions.act_window,name",base.action_res_company_form,Companies,Compañías
base,model,"ir.actions.act_window,name",base.company_normal_action_tree,Companies,Compañías
base,model,"ir.model,name",base.model_res_company,Companies,Compañías
base,model,"ir.model.fields,field_description",base.field_res_users_company_ids,Companies,Compañías
base,model,"ir.ui.menu,name",base.menu_action_res_company_form,Companies,Compañías
base,model,"ir.ui.view,arch_db",base.view_company_tree,Companies,Compañías
base,model,"ir.ui.view,arch_db",base.view_res_partner_filter,Companies,Compañías
base,model,"ir.model.fields,field_description",base.field_ir_attachment_company_id,Company,Compañía
base,model,"ir.model.fields,field_description",base.field_ir_property_company_id,Company,Compañía
base,model,"ir.model.fields,field_description",base.field_ir_sequence_company_id,Company,Compañía
base,model,"ir.model.fields,field_description",base.field_ir_values_company_id,Company,Compañía
base,model,"ir.model.fields,field_description",base.field_res_currency_rate_company_id,Company,Compañía
base,model,"ir.model.fields,field_description",base.field_res_partner_bank_company_id,Company,Compañía
base,model,"ir.model.fields,field_description",base.field_res_partner_company_id,Company,Compañía
base,model,"ir.model.fields,field_description",base.field_res_users_company_id,Company,Compañía
base,model,"ir.ui.view,arch_db",base.view_attachment_search,Company,Compañía
base,model,"ir.ui.view,arch_db",base.view_company_form,Company,Compañía
base,model,"ir.ui.view,arch_db",base.view_partner_form,Company,Compañía
base,model,"ir.ui.view,arch_db",base.view_partner_simple_form,Company,Compañía
base,model,"ir.ui.view,arch_db",base.view_res_partner_filter,Company,Compañía
base,model,"ir.ui.view,arch_db",base.view_users_search,Company,Compañía
base,selection,"res.partner,company_type",0,Company,Compañía
base,model,"res.partner.category,name",base.res_partner_category_17,Company Contact,Contacto de la compañía
base,model,"ir.model.fields,field_description",base.field_res_company_name,Company Name,Nombre de la compañía
base,model,"ir.actions.act_window,name",base.ir_property_form,Company Properties,Propiedades de la compañia
base,model,"ir.ui.menu,name",base.menu_ir_property_form_all,Company Properties,Propiedades de la compañia
base,model,"ir.model.fields,field_description",base.field_res_company_company_registry,Company Registry,Registro de compañía
base,model,"ir.model.fields,field_description",base.field_res_company_rml_header1,Company Tagline,Lema de la compañía
base,model,"ir.model.fields,field_description",base.field_res_partner_company_type,Company Type,Tipo de Compañía
base,model,"ir.model.fields,field_description",base.field_res_users_company_type,Company Type,Tipo de Compañía
base,model,"ir.model.fields,field_description",base.field_res_partner_contact_address,Complete Address,Dirección completa
base,model,"ir.model.fields,field_description",base.field_res_users_contact_address,Complete Address,Dirección completa
base,model,"ir.model.fields,field_description",base.field_ir_model_data_complete_name,Complete ID,Id. completo
base,model,"ir.model.fields,field_description",base.field_ir_model_fields_complete_name,Complete Name,Nombre completo
base,model,"res.partner.category,name",base.res_partner_category_9,Components Buyer,Comprador de componentes
base,model,"ir.model.fields,field_description",base.field_ir_model_fields_compute,Compute,Calcular
base,model,"ir.ui.view,arch_db",base.view_model_form,"Computed fields are defined with the fields
                                            <strong>Dependencies</strong> and <strong>Compute</strong>.","Computed fields are defined with the fields
                                            <strong>Dependencies</strong> and <strong>Compute</strong>."
base,model,"ir.ui.view,arch_db",base.view_model_fields_form,"Computed fields are defined with the fields
                                <strong>Dependencies</strong> and <strong>Compute</strong>.","Computed fields are defined with the fields
                                <strong>Dependencies</strong> and <strong>Compute</strong>."
base,model,"ir.model.fields,field_description",base.field_ir_act_server_condition,Condition,Condición
base,model,"ir.model.fields,field_description",base.field_wkf_transition_condition,Condition,Condición
base,model,"ir.ui.view,arch_db",base.values_view_form_defaults,Condition,Condición
base,model,"ir.model.fields,help",base.field_ir_act_server_condition,"Condition verified before executing the server action. If it is not verified, the action will not be executed. The condition is a Python expression, like 'object.list_price > 5000'. A void condition is considered as always True. Help about python expression is given in the help tab.","Condición verificada antes de ejecutar la acción de servidor. Si no se da la condición, la acción no se ejecutará. La condición es una expresión Python, como 'object.list_price > 5000'. Una condición vacía se considera siempre como verdadera. Se puede encontrar ayuda sobre las expresiones Python en la pestaña de ayuda."
base,model,"ir.ui.view,arch_db",base.view_workflow_activity_form,Conditions,Condiciones
base,model,"ir.ui.view,arch_db",base.config_wizard_step_view_form,Config Wizard Steps,Pasos de los asistentes de configuración
base,model,"ir.ui.view,arch_db",base.ir_actions_todo_tree,Config Wizard Steps,Pasos de los asistentes de configuración
base,model,"ir.ui.menu,name",base.menu_reporting_config,Configuration,Configuración
base,model,"ir.ui.menu,name",base.menu_sale_config,Configuration,Configuración
base,model,"ir.ui.view,arch_db",base.res_config_view_base,Configuration,Configuración
base,model,"ir.ui.view,arch_db",base.view_company_form,Configuration,Configuración
base,model,"res.groups,name",base.group_configuration,Configuration,Configuración
base,model,"ir.ui.view,arch_db",base.view_company_form,Configuration (RML),Configuración (RML)
base,model,"ir.ui.view,arch_db",base.res_config_installer,Configuration Installer,Instalador de la configuración
base,model,"ir.actions.act_window,name",base.act_ir_actions_todo_form,Configuration Wizards,Asistentes de configuración
base,model,"ir.model,name",base.model_ir_actions_todo,Configuration Wizards,Asistentes de configuración
base,model,"ir.ui.menu,name",base.menu_ir_actions_todo_form,Configuration Wizards,Asistentes de configuración
base,model,"ir.ui.view,arch_db",base.view_base_module_upgrade,Confirm,Confirmar
base,model,"res.country,name",base.cg,Congo,Congo
base,model,"res.country,name",base.cd,"Congo, Democratic Republic of the","Congo, República Democrática del"
base,model,"ir.module.module,summary",base.module_hw_proxy,Connect the Web Client to Hardware Peripherals,Conectar el cliente web a los periféricos hardware
base,model,"ir.ui.view,arch_db",base.ir_mail_server_form,Connection Information,Información de la conexión
base,model,"ir.model.fields,field_description",base.field_ir_mail_server_smtp_encryption,Connection Security,Seguridad de la conexión
base,code,addons/base/ir/ir_mail_server.py,192,"Connection Test Failed! Here is what we got instead:
 %s","Connection Test Failed! Here is what we got instead:
 %s"
base,code,addons/base/ir/ir_mail_server.py,199,Connection Test Succeeded! Everything seems properly set up!,Connection Test Succeeded! Everything seems properly set up!
base,model,"ir.model.fields,field_description",base.field_ir_model_constraint_name,Constraint,Restricción
base,selection,"ir.translation,type",0,Constraint,Restricción
base,model,"ir.model.fields,field_description",base.field_ir_model_constraint_type,Constraint Type,Tipo de restricción
base,sql_constraint,ir.model.constraint,0,Constraints with the same name are unique per module.,Las restricciones con el mismo nombre son únicas por módulo.
base,model,"res.partner.category,name",base.res_partner_category_8,Consultancy Services,Servicios de consultoría
base,model,"ir.ui.view,arch_db",base.view_partner_simple_form,Contact,Contacto
base,selection,"res.partner,type",0,Contact,Contacto
base,model,"ir.ui.view,arch_db",base.view_partner_form,Contact / Address,Contacto/dirección
base,model,"res.groups,name",base.group_partner_manager,Contact Creation,Creación de contactos
base,model,"ir.module.module,shortdesc",base.module_website_crm,Contact Form,Formulario de contacto
base,model,"ir.ui.view,arch_db",base.view_partner_form,Contact Name,Nombre del contacto
base,model,"ir.ui.view,arch_db",base.view_partner_category_form,Contact Tag,Contact Tag
base,model,"ir.actions.act_window,name",base.action_partner_category_form,Contact Tags,Contact Tags
base,model,"ir.ui.menu,name",base.menu_partner_category_form,Contact Tags,Contact Tags
base,model,"ir.ui.view,arch_db",base.view_partner_category_list,Contact Tags,Contact Tags
base,model,"ir.actions.act_window,name",base.action_partner_title_contact,Contact Titles,Títulos de contacto
base,model,"ir.ui.menu,name",base.menu_partner_title_contact,Contact Titles,Títulos de contacto
base,model,"ir.model.fields,field_description",base.field_res_partner_child_ids,Contacts,Contactos
base,model,"ir.model.fields,field_description",base.field_res_users_child_ids,Contacts,Contactos
base,model,"ir.ui.menu,name",base.menu_config_address_book,Contacts,Contactos
base,model,"ir.ui.view,arch_db",base.view_partner_tree,Contacts,Contactos
base,model,"ir.ui.view,arch_db",base.view_partner_form,Contacts & Addresses,Contacts & Addresses
base,sql_constraint,res.partner,0,Contacts require a name.,Contacts require a name.
base,model,"ir.model.fields,field_description",base.field_ir_filters_context,Context,Contexto
base,model,"ir.model.fields,field_description",base.field_ir_act_client_context,Context Value,Valor de contexto
base,model,"ir.model.fields,field_description",base.field_ir_act_window_context,Context Value,Valor de contexto
